IDDOC,LINENO,SP5179,SP8035,SP5180,SP5181,SP5182,SP5183,SP5184,SP5185,SP5186,SP8915,SP8916
"2CUMS1",1,"651","0",49973,1126,2882.56,0.0,0.0,0.01,2882.57,0,0
"2CUMT1",1,"5X1","0",7313,1033,3305.6,0.0,0.0,0.01,3305.61,0,0
"2CUMU1",1,"38","0",24081,549,2141.1,0.0,0.0,0.01,2141.11,0,0
"2CUMV1",1,"40","0",31013,1074,4188.6,0.0,0.0,0.01,4188.61,0,0
"2CUMX1",1,"5J","0",30182,1183,3596.32,0.0,0.0,0.01,3596.33,0,0
"2CUMY1",1,"5K","0",0,1381,3742.51,0.0,47.0,0.01,3789.52,0,0
"2CUN01",1,"5U1","0",0,1387,3606.2,72.0,0.0,0.01,3678.21,0,0
"2CUN21",1,"641","0",7557,1538,4260.26,0.0,180.0,0.01,4440.27,0,0
"2CUN31",1,"6C1","0",6593,1973,4195.39,0.0,84.17,0.01,4279.57,0,0
"2CUQ61",1,"51","0",0,1708,5124.0,0.0,466.55,0.01,5590.56,0,0
"2CUQ91",1,"54","0",111064,1358,2892.54,66.03,88.76,0.01,3047.34,0,0
"2CUR01",1,"5M","0",0,1458,3951.18,0.0,39.52,0.01,3990.71,0,0
"2CUR11",1,"5T1","0",10272,1160,3770.0,0.0,0.0,0.01,3770.01,0,0
"2CUR21",1,"5S1","0",29135,1614,5245.5,0.0,0.0,0.01,5245.51,0,0
"2CUR51",1,"6O1","0",73958,472,1003.47,0.0,132.76,0.01,1136.24,0,0
"2CURH1",1,"661","0",12238,2270,7150.0,0.0,1000.0,0.01,8150.01,0,0
"2CURN1",1,"1Y","0",75633,755,2604.75,0.0,396.0,0.01,3000.76,0,0
"2CURQ1",1,"3B","0",0,909,2772.45,0.0,0.0,0.01,2772.46,0,0
"2CURU1",1,"1M","0",0,1344,3118.08,0.0,826.0,0.01,3944.09,0,0
"2CXOB1",1,"48","0",3728,1003,2607.8,0.0,0.0,0.01,2607.81,0,0
"2CXOE1",1,"48","0",5125,1330,3591.0,0.0,0.0,0.01,3591.01,0,0
"2CXOL1",1,"48","0",6437,1312,3542.4,0.0,0.0,0.01,3542.41,0,0
"2CXOR1",1,"15","0",0,691,1934.8,95.2,0.0,0.01,2030.01,0,0
"2CXOS1",1,"15","0",0,635,1778.0,0.0,0.0,0.01,1778.01,0,0
"2CXOW1",1,"15","0",0,567,1360.8,0.0,0.0,0.01,1360.81,0,0
"2CXSD1",1,"4M","0",0,1063,2260.36,0.0,72.32,0.01,2332.69,0,0
"2CXSR1",1,"2","0",12515,1466,3117.3,0.0,1500.0,0.01,4617.31,0,0
"2CXSY1",1,"10","0",13549,1082,3246.0,0.0,500.0,0.01,3746.01,0,0
"2CXT31",1,"1X","0",44472,653,2416.1,0.0,0.0,0.01,2416.11,0,0
"2CXT41",1,"3M","0",0,1245,2651.85,0.0,27.0,0.01,2678.86,0,0
"2CXTA1",1,"4T","0",24156,934,2428.4,241.8,517.0,0.01,3187.21,0,0
"2CXTD1",1,"5G","0",10712,684,1456.92,0.0,0.0,0.01,1456.93,0,0
"2CZ2Z1",1,"1E","0",72130,923,3368.95,0.0,0.0,0.01,3368.96,0,0
"2CZ5A1",1,"1E","0",72808,678,2474.7,0.0,0.0,0.01,2474.71,0,0
"2CZCT1",1,"1E","0",73385,577,1829.09,0.0,0.0,0.01,1829.1,0,0
"2CZJD1",1,"1E","0",73999,614,1977.08,0.0,0.0,0.01,1977.09,0,0
"2CZV91",1,"681","0",0,585,1848.6,0.0,500.0,0.01,2348.61,0,0
"2CZVI1",1,"681","0",0,494,1561.04,0.0,500.0,0.01,2061.05,0,0
"2CZVN1",1,"681","0",0,667,2067.7,0.0,500.0,0.01,2567.71,0,0
"2CZVS1",1,"681","0",0,806,2603.38,0.0,500.0,0.01,3103.39,0,0
"2D0EG1",1,"22","0",0,910,2484.3,0.0,0.0,0.01,2484.31,0,0
"2D0EK1",1,"22","0",0,1000,2730.0,0.0,0.0,0.01,2730.01,0,0
"2D0JZ1",1,"22","0",0,1400,3248.0,0.0,0.0,0.01,3248.01,0,0
"2D0LV1",1,"22","0",0,911,2113.52,0.0,0.0,0.01,2113.53,0,0
"2D0NL1",1,"3X","0",0,1437,3750.57,36.96,0.0,0.01,3787.54,0,0
"2D0NS1",1,"3X","0",0,1377,4571.64,0.0,0.0,0.01,4571.65,0,0
"2D0NT1",1,"3X","0",0,1241,4120.12,0.0,42.0,0.01,4162.13,0,0
"2D0OU1",1,"7","0",32583,1936,4956.16,414.0,0.0,0.01,5370.17,0,0
"2D0OV1",1,"7","0",34218,1635,4185.6,285.71,0.0,0.01,4471.32,0,0
"2D0OW1",1,"7","0",37805,1957,4168.41,235.84,0.0,0.01,4404.26,0,0
"2D1YF1",1,"5O","0",0,1003,2607.8,0.0,0.0,0.01,2607.81,0,0
"2D1YH1",1,"48","0",0,1520,4104.0,0.0,0.0,0.01,4104.01,0,0
"2D33J1",1,"631","0",8931,1261,4701.0,0.0,0.0,0.01,4701.01,0,0
"2D33R1",1,"1D","0",0,1300,2080.0,0.0,0.0,0.01,2080.01,0,0
"2D33Z1",1,"1D","0",0,754,2752.1,0.0,0.0,0.01,2752.11,0,0
"2D3471",1,"1D","0",0,800,2632.0,0.0,0.0,0.01,2632.01,0,0
"2D34J1",1,"4B","0",0,1500,4095.0,0.0,0.0,0.01,4095.01,0,0
"2D34Z1",1,"4B","0",0,1400,3248.0,0.0,789.0,0.01,4037.01,0,0
"2D3521",1,"4B","0",0,1900,4413.0,0.0,0.0,0.01,4413.01,0,0
"2D35B1",1,"3Z","0",0,925,2368.0,0.0,0.0,0.01,2368.01,0,0
"2D3621",1,"3Z","0",0,932,1985.16,0.0,0.0,0.01,1985.17,0,0
"2D37N1",1,"3Z","0",0,1113,2370.69,0.0,0.0,0.01,2370.7,0,0
"2D3TT1",1,"3I","0",32840,776,1691.68,32.0,1084.8,0.01,2808.49,0,0
"2D3TU1",1,"Q","0",306907,1155,2512.24,0.0,0.0,0.01,2512.25,0,0
"2D3TZ1",1,"Y","0",39895,1401,3586.56,156.16,1530.0,0.01,5272.73,0,0
"2D3U41",1,"9","0",53386,488,1766.56,0.0,100.0,0.01,1866.57,0,0
"2D3UM1",1,"6K1","0",4023,2007,4266.88,0.0,166.0,0.01,4432.89,0,0
"2D3UX1",1,"4P","0",0,888,2060.16,9.0,0.0,0.01,2069.17,0,0
"2D3UY1",1,"4Q","0",0,946,2204.18,0.0,0.0,0.01,2204.19,0,0
"2D3V01",1,"4O","0",0,941,2201.94,0.0,0.0,0.01,2201.95,0,0
"2D6EM1",1,"H","0",0,536,1143.29,0.0,0.0,0.01,1143.3,0,0
"2D6EN1",1,"H","0",0,612,1305.4,0.0,0.0,0.01,1305.41,0,0
"2D6EO1",1,"H","0",0,654,1394.98,0.0,0.0,0.01,1394.99,0,0
"2D6ER1",1,"H","0",0,316,501.81,0.0,0.0,0.01,501.82,0,0
"2D6EU1",1,"B","0",77020,765,1996.65,0.0,0.0,0.01,1996.66,0,0
"2D6EW1",1,"B","0",77660,640,1395.2,0.0,0.0,0.01,1395.21,0,0
"2D6EX1",1,"B","0",78150,490,1066.73,0.0,0.0,0.01,1066.74,0,0
"2D6EY1",1,"B","0",78550,400,870.8,0.0,0.0,0.01,870.81,0,0
"2D6EZ1",1,"B","0",79050,500,1088.5,0.0,0.0,0.01,1088.51,0,0
"2D72D1",1,"5A","0",0,1402,3826.06,0.0,0.0,0.01,3826.07,0,0
"2D72E1",1,"5A","0",8441,736,2008.54,0.0,0.0,0.01,2008.55,0,0
"2D72G1",1,"5A","0",9400,959,2227.8,0.0,0.0,0.01,2227.81,0,0
"2D72H1",1,"5A","0",10580,1180,2741.2,0.0,0.0,0.01,2741.21,0,0
"2D72P1",1,"4N","0",90394,1379,3668.14,383.36,0.0,0.01,4051.51,0,0
"2D7RX1",1,"4N","0",91612,1218,3239.88,407.0,0.0,0.01,3646.89,0,0
"2D7V01",1,"4N","0",92887,1275,3391.5,109.0,0.0,0.01,3500.51,0,0
"2DADC1",1,"5Y1","0",0,1400,3054.24,0.0,0.0,0.01,3054.25,0,0
"2DADE1",1,"5Y1","0",0,1370,2988.79,0.0,0.0,0.01,2988.8,0,0
"2DADG1",1,"5Y1","0",0,1159,2572.98,0.0,0.0,0.01,2572.99,0,0
"2DAU71",1,"5Y1","0",0,991,2229.75,0.0,0.0,0.01,2229.76,0,0
"2DAUA1",1,"5Y1","0",0,1350,3037.5,0.0,0.0,0.01,3037.51,0,0
"2DAVZ1",1,"5O","0",8386,1535,4988.75,0.0,0.0,0.01,4988.76,0,0
"2DAW11",1,"5O","0",9792,1406,4569.5,0.0,0.0,0.01,4569.51,0,0
"2DAW41",1,"5O","0",11170,1378,4478.5,0.0,0.0,0.01,4478.51,0,0
"2DAW91",1,"5O","0",12415,1245,4046.25,0.0,0.0,0.01,4046.26,0,0
"2DAWE1",1,"5O","0",14141,1726,5609.5,0.0,0.0,0.01,5609.51,0,0
"2DAXB1",1,"1U","0",0,821,3448.2,0.0,0.0,0.01,3448.21,0,0
"2DAXD1",1,"1T","0",0,1285,5397.0,0.0,0.0,0.01,5397.01,0,0
"2DB071",1,"G","0",63640,1439,3137.02,0.0,500.0,0.01,3637.03,0,0
"2DB0D1",1,"5P","0",14051,1144,2551.12,255.11,0.0,0.01,2806.24,0,0
"2DB0E1",1,"6D1","0",5035,1364,3491.84,0.0,0.0,0.01,3491.85,0,0
"2DB0K1",1,"691","0",0,1464,3572.16,18.37,0.0,0.01,3590.54,0,0
"2DFX91",1,"49","0",28634,1153,2513.54,0.0,0.0,0.01,2513.55,0,0
"2DFXJ1",1,"L","0",8480,733,1863.29,23.67,0.0,0.01,1886.97,0,0
"2DIHQ1",1,"5A","10J1",1983,48,111.84,0.0,0.0,0.01,111.85,0,0
"2DIHQ1",2,"6D1","ZK1",1983,48,111.84,0.0,0.0,0.01,111.85,0,0
"2DOQ61",1,"4R","0",0,301,767.55,99.78,2998.44,0.01,3865.78,0,0
"2E5JE1",1,"55","1041",12844,1404,3261.55,0.0,0.0,0.01,3261.56,0,0
"2E5JE1",2,"1P","YX1",68680,857,2185.35,0.0,1000.0,0.01,3185.36,0,0
"2E5JE1",5,"T","Y21",83820,1194,4561.08,0.0,96.2,0.01,4657.29,0,0
"2E5JE1",6,"W","YC1",23017,1516,5791.12,0.0,109.0,0.01,5900.13,0,0
"2E5JE1",4,"32","YO1",74464,1426,6117.54,0.0,0.0,0.01,6117.55,0,0
"2E5JE1",7,"X","Y41",80818,925,3237.5,0.0,0.0,0.01,3237.51,0,0
"2E5JE1",8,"6P1","12F1",1426,1426,4991.0,0.0,0.0,0.01,4991.01,0,0
"2E5JE1",3,"15","XX1",0,1597,3832.8,0.0,1000.0,0.01,4832.81,0,0
"2E5JE1",9,"6U1","12E1",55960,599,2096.5,0.0,0.0,0.01,2096.51,0,0
"2E5JE1",10,"J","Y51",123400,1000,2130.0,0.0,0.0,0.01,2130.01,0,0
"2E5JE1",11,"8","XV1",11800,1054,2245.02,0.0,0.0,0.01,2245.03,0,0
"2E5JE1",12,"7","XV1",39969,2164,4609.32,0.0,0.0,0.01,4609.33,0,0
"2E5VX1",1,"U","0",0,2179,6537.0,0.0,50.0,0.01,6587.01,0,0
"2E5JE1",13,"E","YS1",26590,739,1574.07,0.0,0.0,0.01,1574.08,0,0
"2E5JE1",14,"K","XZ1",52914,732,2708.4,0.0,0.0,0.01,2708.41,0,0
"2E5JE1",17,"29","YK1",29331,1383,4356.45,0.0,0.0,0.01,4356.46,0,0
"2E5JE1",19,"N","YA1",53921,1350,2875.5,287.55,0.0,0.01,3163.06,0,0
"2E5JE1",16,"F","YH1",171727,474,1493.1,0.0,0.0,0.01,1493.11,0,0
"2E5JE1",15,"44","Y81",0,2317,7414.0,0.0,1000.0,0.01,8414.01,0,0
"2E5JE1",20,"1E","Z21",74846,847,2729.0,0.0,0.0,0.01,2729.01,0,0
"2E5JE1",18,"O","YL1",55490,891,2895.75,0.0,0.0,0.01,2895.76,0,0
"2E5JE1",21,"2Y","YJ1",20293,1626,7154.4,0.0,425.0,0.01,7579.41,0,0
"2E5JE1",22,"2O","YY1",0,1925,5890.5,0.0,1000.0,0.01,6890.51,0,0
"2E5JE1",24,"1U","Z81",30500,1100,4147.0,0.0,0.0,0.01,4147.01,0,0
"2E5JE1",26,"U","Y71",0,2490,7470.0,0.0,0.0,0.01,7470.01,0,0
"2E5JE1",29,"G","YB1",65627,1987,4331.66,0.0,600.0,0.01,4931.67,0,0
"2E5JE1",28,"6I1","ZD1",0,1385,5263.0,0.0,0.0,0.01,5263.01,0,0
"2E5JE1",23,"36","Z71",27042,729,2624.4,0.0,600.0,0.01,3224.41,0,0
"2E5JE1",30,"S","Y01",17663,1125,3375.0,0.0,500.0,0.01,3875.01,0,0
"2E5JE1",25,"1L","YF1",53815,881,2854.44,0.0,1000.0,0.01,3854.45,0,0
"2E5JE1",27,"1T","YV1",7200,1800,6800.4,0.0,0.0,0.01,6800.41,0,0
"2E6FE1",1,"X","0",79893,717,2509.5,0.0,0.0,0.01,2509.51,0,0
"2E6H01",1,"H","0",11840,406,863.16,0.0,0.0,0.01,863.17,0,0
"2E6HZ1",1,"2C","0",62765,932,2702.8,0.0,1500.0,0.01,4202.81,0,0
"2E6I21",1,"14","0",27741,963,3890.52,0.0,0.0,0.01,3890.53,0,0
"2E5JE1",31,"2G","ZA1",56518,926,2948.0,0.0,243.21,0.01,3191.22,0,0
"2E5JE1",32,"Z","XY1",50573,925,2331.0,0.0,1040.48,0.01,3371.49,0,0
"2E5JE1",33,"3I","Z51",33831,991,2160.38,0.0,1061.24,0.01,3221.63,0,0
"2E5JE1",34,"6F1","YU1",5449,1724,3672.12,0.0,2465.36,0.01,6137.49,0,0
"2E5JE1",35,"1G","Y31",36050,1150,3519.0,0.0,0.0,0.01,3519.01,0,0
"2E5JE1",36,"Q","YE1",308540,1400,3045.14,0.0,0.0,0.01,3045.15,0,0
"2E5JE1",37,"H","YP1",12609,785,1668.0,0.0,0.0,0.01,1668.01,0,0
"2E5JE1",38,"1N","YQ1",29832,1642,4351.3,0.0,0.0,0.01,4351.31,0,0
"2E5JE1",39,"3D","YI1",37742,2388,7164.0,0.0,0.0,0.01,7164.01,0,0
"2E5JE1",40,"Y","Z11",41502,1607,4113.92,0.0,1722.0,0.01,5835.93,0,0
"2E5JE1",41,"10","YZ1",322,1429,4287.0,0.0,500.0,0.01,4787.01,0,0
"2E5JE1",42,"2J","YD1",45506,1305,4149.9,0.0,70.0,0.01,4219.91,0,0
"2E5JE1",43,"2K","Z31",52851,1275,3442.5,0.0,1500.0,0.01,4942.51,0,0
"2E5JE1",44,"1X","Y11",45389,917,3392.9,0.0,0.0,0.01,3392.91,0,0
"2E5JE1",45,"4V","ZB1",22316,2039,5219.84,0.0,2200.0,0.01,7419.85,0,0
"2E5JE1",46,"I","YT1",39609,1246,3177.3,0.0,0.0,0.01,3177.31,0,0
"2E5JE1",47,"6M1","ZE1",13911,1979,5145.4,0.0,0.0,0.01,5145.41,0,0
"2E5JE1",48,"14","Y61",29017,1276,4827.11,0.0,0.0,0.01,4827.12,0,0
"2E6JV1",1,"3Z","ZW1",50241,1452,3368.64,0.0,0.0,0.01,3368.65,0,0
"2E6JV1",2,"2Z","ZR1",31375,1071,2816.73,0.0,300.0,0.01,3116.74,0,0
"2E6JV1",3,"3Y","ZX1",58848,1755,4615.65,0.0,679.0,0.01,5294.66,0,0
"2E6JV1",4,"4T","ZY1",25484,1460,3796.0,0.0,107.0,0.01,3903.01,0,0
"2E6JV1",5,"5L","ZZ1",18185,1411,7055.0,0.0,0.0,0.01,7055.01,0,0
"2E6JV1",6,"24","ZS1",63175,1207,2957.15,0.0,0.0,0.01,2957.16,0,0
"2E6JV1",7,"23","ZT1",61286,660,1617.0,0.0,0.0,0.01,1617.01,0,0
"2E6JX1",1,"4N","0",96112,3225,7127.25,0.0,780.95,0.01,7908.21,0,0
"2E6KE1",1,"3X","1011",0,1445,4797.4,0.0,0.0,0.01,4797.41,0,0
"2E6KK1",1,"1D","10T1",0,1202,3954.58,0.0,0.0,0.01,3954.59,0,0
"2E6KK1",2,"1C","10S1",44737,2052,5130.0,0.0,0.0,0.01,5130.01,0,0
"2E6KK1",3,"19","10U1",60852,1826,5660.6,0.0,0.0,0.01,5660.61,0,0
"2E6KK1",4,"18","10V1",63650,2693,6733.0,0.0,0.0,0.01,6733.01,0,0
"2E6KK1",5,"3E","10X1",33658,1540,3850.0,0.0,0.0,0.01,3850.01,0,0
"2E6KK1",6,"2I","10Y1",14117,1134,2835.0,0.0,0.0,0.01,2835.01,0,0
"2E6KK1",7,"6K1","10R1",6750,2727,5805.51,0.0,0.0,0.01,5805.52,0,0
"2E6KK1",8,"6C1","10W1",9220,2627,6098.0,0.0,0.0,0.01,6098.01,0,0
"2E5JE1",49,"1V","Y91",82953,755,1849.75,0.0,0.0,0.01,1849.76,0,0
"2E6KK1",9,"4C","10Z1",0,1388,3053.6,0.0,0.0,0.01,3053.61,0,0
"2E6LA1",1,"631","1181",10805,1874,6559.0,0.0,0.0,0.01,6559.01,0,0
"2E6LA1",2,"5H","1121",19472,1622,4395.62,122.35,0.0,0.01,4517.98,0,0
"2EDK61",1,"4R","0",0,301,767.55,99.78,227.94,0.01,1095.28,0,0
"2EDKR1",1,"6N1","0",0,935,1985.94,0.0,0.0,0.01,1985.95,0,0
"2EDLJ1",1,"4L","10D1",38817,1407,3268.46,0.0,0.0,0.01,3268.47,0,0
"2EDLJ1",2,"22","10B1",0,1400,3248.0,0.0,0.0,0.01,3248.01,0,0
"2EDLJ1",3,"1Y","1001",76461,828,2856.6,0.0,0.0,0.01,2856.61,0,0
"2EDLJ1",4,"1Z","1091",104377,1619,3756.08,0.0,0.0,0.01,3756.09,0,0
"2EDLJ1",5,"2B","10A1",58207,1465,5786.75,0.0,0.0,0.01,5786.76,0,0
"2EDLJ1",24,"51","10Q1",0,1945,5835.0,0.0,0.0,0.01,5835.01,0,0
"2EDLJ1",26,"59","1061",0,1223,2837.36,0.0,0.0,0.01,2837.37,0,0
"2EDLJ1",25,"661","10K1",14971,2733,8608.95,0.0,1000.0,0.01,9608.96,0,0
"2EDLJ1",27,"3X","1011",0,2009,5626.22,0.0,47.07,0.01,5673.3,0,0
"2EDLJ1",6,"43","10E1",24754,1155,3234.0,0.0,32.0,0.01,3266.01,0,0
"2EDLJ1",7,"3B","10F1",31135,1034,3619.0,0.0,0.0,0.01,3619.01,0,0
"2EDLJ1",8,"1M","10G1",62845,1726,4263.22,0.0,0.0,0.01,4263.23,0,0
"2EDLJ1",9,"11","10H1",5418,1618,4411.48,0.0,0.0,0.01,4411.49,0,0
"2EDLJ1",10,"30","10I1",87517,1535,3561.2,0.0,0.0,0.01,3561.21,0,0
"2EDLJ1",11,"3H","10L1",184577,1633,4490.75,0.0,0.0,0.01,4490.76,0,0
"2EDLJ1",12,"3L","10M1",14340,2113,5810.75,0.0,0.0,0.01,5810.76,0,0
"2EDLJ1",13,"41","10N1",98347,2036,5599.0,0.0,0.0,0.01,5599.01,0,0
"2EDLJ1",14,"4E","10O1",129876,1947,5354.25,0.0,0.0,0.01,5354.26,0,0
"2EDLJ1",15,"6L1","ZF1",0,1416,3044.4,0.0,0.0,0.01,3044.41,0,0
"2EDLJ1",16,"6S1","12G1",0,1892,9270.8,0.0,0.0,0.01,9270.81,0,0
"2EDLJ1",18,"4O","1021",0,1356,3173.04,0.0,0.0,0.01,3173.05,0,0
"2EDLJ1",17,"4P","1071",0,1212,2811.84,0.0,29.0,0.01,2840.85,0,0
"2EDLJ1",20,"4B","10P1",0,2700,6264.0,0.0,0.0,0.01,6264.01,0,0
"2EDLJ1",19,"5A","10J1",12001,1421,3310.93,0.0,0.0,0.01,3310.94,0,0
"2EDLJ1",22,"5V1","1031",0,1484,3447.33,0.0,70.65,0.01,3517.99,0,0
"2EDLJ1",21,"4R","ZN1",0,633,1582.5,408.25,285.45,0.01,2276.21,0,0
"2EDLJ1",23,"611","1051",8874,1575,3654.63,0.0,66.7,0.01,3721.34,0,0
"2E5JE1",50,"4M","YR1",0,1188,2526.16,0.0,60.0,0.01,2586.17,0,0
"2E5JE1",51,"1F","Z61",101501,931,2513.7,0.0,0.0,0.01,2513.71,0,0
"2E5JE1",52,"49","Z91",4038,1165,2539.7,0.0,0.0,0.01,2539.71,0,0
"2E5JE1",53,"2","YM1",14389,1874,3984.87,0.0,0.0,0.01,3984.88,0,0
"2E5JE1",54,"B","Z41",79775,725,1578.33,0.0,0.0,0.01,1578.34,0,0
"2E5JE1",55,"46","ZL1",9217,1218,3532.2,0.0,1700.0,0.01,5232.21,0,0
"2E5JE1",56,"9","YN1",54206,820,2615.8,0.0,100.0,0.01,2715.81,0,0
"2E5JE1",58,"651","11G1",51482,1509,3863.04,0.0,0.0,0.01,3863.05,0,0
"2E5JE1",57,"48","ZM1",0,1870,5049.0,0.0,0.0,0.01,5049.01,0,0
"2E5JE1",59,"5X1","11D1",8660,1347,4310.4,0.0,0.0,0.01,4310.41,0,0
"2E5JE1",60,"38","ZG1",24956,875,3412.5,0.0,0.0,0.01,3412.51,0,0
"2E5JE1",61,"40","ZI1",32596,1583,6173.7,0.0,0.0,0.01,6173.71,0,0
"2E5JE1",62,"6D1","ZK1",6627,1592,4075.52,0.0,0.0,0.01,4075.53,0,0
"2E5JE1",63,"641","11F1",9452,1895,5249.15,0.0,0.0,0.01,5249.16,0,0
"2E5JE1",64,"5O","11A1",16174,2174,7072.0,0.0,0.0,0.01,7072.01,0,0
"2E5JE1",65,"54","ZQ1",112042,978,2083.14,0.0,88.76,0.01,2171.91,0,0
"2E5JE1",66,"5G","1101",11752,854,1819.02,0.0,18.0,0.01,1837.03,0,0
"2E5JE1",67,"5T1","ZO1",11819,1547,5027.75,0.0,0.0,0.01,5027.76,0,0
"2E5JE1",68,"5S1","ZP1",31060,1925,6256.25,0.0,0.0,0.01,6256.26,0,0
"2E5JE1",69,"5Z1","11E1",0,1589,4051.95,0.0,0.0,0.01,4051.96,0,0
"2E5JE1",70,"2C","YG1",64630,1865,5408.5,0.0,1500.0,0.01,6908.51,0,0
"2EDLJ1",28,"V","10C1",0,807,2200.69,0.0,0.0,0.01,2200.7,0,0
"2E6LA1",3,"5J","1131",32429,2247,6718.53,0.0,0.0,0.01,6718.54,0,0
"2E6LA1",4,"5Y1","1161",0,1991,4479.75,0.0,261.0,0.01,4740.76,0,0
"2E6LA1",5,"4Z","1111",0,2221,6018.91,0.0,0.0,0.01,6018.92,0,0
"2E6LA1",6,"5K","1141",0,1871,5470.0,0.0,0.0,0.01,5470.01,0,0
"2E6KK1",10,"3C","ZJ1",46784,1693,5891.64,324.0,310.0,0.01,6525.65,0,0
"2E6KK1",11,"5U1","11C1",0,1745,4432.3,95.7,0.0,0.01,4528.01,0,0
"2E6JV1",8,"6O1","11I1",76527,2097,4867.14,220.5,489.86,0.01,5577.51,0,0
"2E6JV1",9,"2E","12W1",169069,499,1162.67,0.0,0.0,0.01,1162.68,0,0
"2E6JV1",10,"6W1","12K1",0,805,2141.3,0.0,0.0,0.01,2141.31,0,0
"2E6LA1",7,"5M","1151",0,1748,4737.08,0.0,0.0,0.01,4737.09,0,0
"2E5JE1",71,"6N1","11H1",0,1885,4008.26,0.0,0.0,0.01,4008.27,0,0
"2E5JE1",72,"L","XW1",0,925,2352.0,0.0,0.0,0.01,2352.01,0,0
"2FBUM1",1,"55","1041",14411,1567,3870.49,0.0,0.0,0.01,3870.5,0,0
"2FBUM1",2,"4L","10D1",40127,1336,3303.52,0.0,0.0,0.01,3303.53,0,0
"2FBUM1",3,"6R1","13F1",1217,1132,2799.44,74.0,0.0,0.01,2873.45,0,0
"2FBUM1",4,"721","13E1",0,129,325.08,0.0,0.0,0.01,325.09,0,0
"2FBUM1",5,"4E","10O1",131877,2001,5502.75,0.0,0.0,0.01,5502.76,0,0
"2FBUM1",6,"41","10N1",100405,2058,5659.5,0.0,0.0,0.01,5659.51,0,0
"2FBUM1",7,"3L","10M1",16538,2198,6044.5,0.0,0.0,0.01,6044.51,0,0
"2FBUM1",8,"3H","10L1",0,1377,3786.75,0.0,0.0,0.01,3786.76,0,0
"2FBUM1",9,"1M","10G1",64484,1639,4228.62,0.0,0.0,0.01,4228.63,0,0
"2FBUM1",10,"3B","10F1",32263,1128,3948.0,0.0,0.0,0.01,3948.01,0,0
"2FBUM1",11,"1Z","1091",0,1778,4391.66,0.0,0.0,0.01,4391.67,0,0
"2FBUM1",12,"1Y","1001",77442,981,3404.0,0.0,0.0,0.01,3404.01,0,0
"2FBUM1",13,"5V1","1031",0,1831,4523.0,44.0,47.75,0.01,4614.76,0,0
"2FBUM1",14,"611","1051",10533,1659,4102.71,93.97,53.0,0.01,4249.69,0,0
"2FBUM1",15,"51","10Q1",0,2232,6696.0,0.0,0.0,0.01,6696.01,0,0
"2FBUM1",16,"661","10K1",17828,2857,9000.0,0.0,1000.0,0.01,10000.01,0,0
"2FBUM1",17,"5A","10J1",0,1629,4023.63,0.0,0.0,0.01,4023.64,0,0
"2FBUM1",18,"6T1","11L1",6441,2700,13500.0,0.0,0.0,0.01,13500.01,0,0
"2FBUM1",19,"2B","10A1",59548,1341,5296.95,0.0,0.0,0.01,5296.96,0,0
"2FBUM1",20,"22","10B1",0,1499,3477.68,0.0,0.0,0.01,3477.69,0,0
"2FBUM1",21,"4P","1071",0,1096,2710.12,26.0,0.0,0.01,2736.13,0,0
"2FD9M1",1,"1P","YX1",69658,978,2493.9,0.0,1000.0,0.01,3493.91,0,0
"2FD9M1",2,"15","XX1",0,1330,3192.0,0.0,1000.0,0.01,4192.01,0,0
"2FD9M1",3,"32","YO1",75835,1371,5881.59,0.0,0.0,0.01,5881.6,0,0
"2FD9M1",4,"T","Y21",84867,1047,3999.54,0.0,91.0,0.01,4090.55,0,0
"2FD9M1",5,"W","YC1",24570,1553,5932.46,0.0,110.0,0.01,6042.47,0,0
"2FD9M1",6,"J","Y51",124504,1104,2563.0,0.0,0.0,0.01,2563.01,0,0
"2FD9M1",7,"8","XV1",13023,1223,2839.0,0.0,0.0,0.01,2839.01,0,0
"2FD9M1",8,"7","XV1",42325,2356,5466.0,0.0,0.0,0.01,5466.01,0,0
"2FD9M1",9,"E","YS1",27530,940,2182.0,0.0,0.0,0.01,2182.01,0,0
"2FD9M1",10,"K","XZ1",53693,779,2882.3,0.0,0.0,0.01,2882.31,0,0
"2FD9M1",11,"44","Y81",0,1920,6144.0,0.0,1000.0,0.01,7144.01,0,0
"2FD9M1",12,"F","YH1",0,1348,4475.36,0.0,0.0,0.01,4475.37,0,0
"2FD9M1",13,"29","YK1",30865,1534,5092.88,0.0,0.0,0.01,5092.89,0,0
"2FD9M1",14,"O","YL1",56496,1006,3339.92,0.0,0.0,0.01,3339.93,0,0
"2FD9M1",15,"N","YA1",55427,1506,3493.92,0.0,390.0,0.01,3883.93,0,0
"2FD9M1",16,"1E","Z21",75977,1131,4088.0,0.0,0.0,0.01,4088.01,0,0
"2FD9M1",17,"2Y","YJ1",21961,1668,7339.2,0.0,1006.0,0.01,8345.21,0,0
"2FD9M1",18,"2O","YY1",0,1895,6291.4,0.0,1000.0,0.01,7291.41,0,0
"2FD9M1",19,"36","Z71",27894,852,3067.2,0.0,0.0,0.01,3067.21,0,0
"2FD9M1",20,"1U","Z81",31654,1154,4846.8,0.0,0.0,0.01,4846.81,0,0
"2FD9M1",21,"1L","YF1",54883,1068,3460.32,0.0,1000.0,0.01,4460.33,0,0
"2FD9M1",22,"1T","YV1",8985,1785,7497.0,0.0,0.0,0.01,7497.01,0,0
